aX,aY,aZ,gX,gY,gZ
1.056,0.248,3.315,-30.823,107.910,-51.941
1.067,0.240,3.382,-42.114,103.577,-44.373
1.138,0.250,3.359,-56.824,101.379,-35.889
1.147,0.271,3.330,-65.002,90.210,-27.222
1.143,0.253,3.278,-65.674,71.350,-22.583
1.128,0.221,3.211,-60.852,45.898,-23.193
1.118,0.174,3.122,-53.040,15.686,-26.062
1.092,0.115,3.023,-43.945,-15.747,-25.757
1.032,0.016,2.924,-36.133,-41.443,-19.714
0.981,-0.117,2.817,-35.339,-57.556,-11.597
0.879,-0.197,2.670,-40.710,-70.984,-3.967
0.764,-0.279,2.488,-46.692,-81.177,2.136
0.643,-0.351,2.290,-51.819,-87.402,8.484
0.534,-0.414,2.100,-58.350,-89.539,13.550
0.418,-0.470,1.922,-65.613,-88.806,16.968
0.315,-0.505,1.741,-70.557,-86.060,19.653
0.214,-0.524,1.588,-71.472,-82.947,21.790
0.112,-0.557,1.503,-69.763,-79.041,22.583
0.048,-0.614,1.447,-65.674,-75.134,20.386
-0.039,-0.697,1.414,-57.861,-72.205,16.968
-0.113,-0.804,1.420,-47.058,-66.895,11.230
-0.197,-0.912,1.478,-31.189,-58.594,1.404
-0.257,-1.001,1.569,-8.789,-53.528,-15.869
-0.213,-1.057,1.693,20.935,-56.213,-40.283
-0.174,-1.054,1.757,52.795,-73.303,-68.359
-0.125,-1.015,1.779,73.792,-102.661,-95.154
-0.132,-0.984,1.721,82.520,-133.789,-117.126
-0.164,-0.937,1.567,80.811,-160.950,-130.798
-0.183,-0.879,1.387,71.838,-175.171,-136.047
-0.219,-0.835,1.202,56.946,-176.147,-136.047
-0.280,-0.813,0.990,36.499,-166.077,-136.047
-0.352,-0.747,0.746,7.935,-147.339,-136.292
-0.357,-0.531,0.481,-22.339,-117.981,-135.986
-0.361,-0.416,0.198,-45.288,-79.651,-131.897
-0.305,-0.368,0.028,-56.824,-39.917,-120.422
-0.231,-0.291,-0.029,-70.190,-2.197,-107.300
-0.109,-0.205,-0.014,-86.365,38.879,-92.773
0.075,-0.041,0.063,-100.037,72.510,-74.402
0.271,0.142,0.143,-105.591,85.266,-53.833
0.355,0.322,0.147,-96.924,73.059,-33.875
0.344,0.376,0.061,-75.195,44.739,-17.273
0.329,0.345,-0.003,-49.133,13.306,-5.615
0.327,0.300,-0.065,-35.156,-6.775,1.465
0.383,0.288,-0.038,-35.339,-9.827,6.165
0.488,0.306,-0.020,-47.791,-3.296,7.568
0.560,0.346,-0.014,-65.186,5.920,7.507
0.540,0.312,0.002,-83.069,16.968,5.798
0.538,0.302,0.047,-99.243,29.724,-1.465
0.573,0.415,0.071,-109.985,40.894,-19.775
0.590,0.531,0.060,-106.384,43.579,-47.974
0.601,0.667,0.047,-86.426,31.494,-78.918
0.640,0.861,0.059,-59.326,13.367,-106.445
0.656,1.071,0.095,-34.973,0.977,-123.230
0.633,1.264,0.167,-16.724,-4.944,-126.831
0.527,1.365,0.223,-8.545,-5.371,-117.798
0.416,1.379,0.217,-11.230,-0.793,-95.764
0.348,1.359,0.144,-20.996,10.071,-66.650
0.275,1.323,0.110,-28.564,25.024,-37.231
0.227,1.234,0.174,-28.503,36.011,-12.756
0.140,1.076,0.339,-21.301,35.889,4.456
0.073,0.852,0.507,-10.498,23.926,15.564
0.014,0.669,0.610,-0.061,4.150,20.386
-0.038,0.501,0.650,10.559,-18.433,17.395
-0.082,0.378,0.672,25.024,-38.452,11.047
-0.090,0.289,0.678,39.063,-49.744,6.653
-0.110,0.222,0.711,48.218,-51.086,6.226
-0.148,0.206,0.703,48.584,-42.969,9.949
-0.204,0.163,0.703,42.236,-28.015,15.808
-0.256,0.176,0.710,29.846,-8.362,23.743
-0.233,0.213,0.665,13.123,10.986,32.043
-0.173,0.210,0.663,1.465,24.475,39.917
-0.124,0.172,0.742,-3.113,33.691,48.035
-0.055,0.102,0.846,-5.249,40.405,53.406
-0.025,-0.000,0.952,-4.517,42.419,55.603
-0.027,-0.076,1.044,-0.977,38.818,53.101
-0.015,-0.128,1.106,2.686,31.982,46.814
0.000,-0.135,1.125,5.737,22.400,40.039
-0.004,-0.123,1.103,8.911,10.681,33.813

0.032,-0.335,0.735,-9.216,12.146,15.747
0.069,-0.370,0.716,-6.042,11.230,15.259
0.100,-0.405,0.704,-4.761,10.010,14.954
0.123,-0.445,0.675,-3.723,7.629,15.076
0.128,-0.492,0.643,-2.441,3.906,15.930
0.120,-0.573,0.615,0.061,-0.366,16.907
0.081,-0.654,0.586,0.732,-4.944,16.724
0.032,-0.720,0.536,-1.038,-9.583,15.320
-0.007,-0.756,0.436,-4.395,-13.733,13.123
-0.037,-0.748,0.307,-6.226,-18.005,9.766
-0.050,-0.732,0.162,-3.357,-21.301,4.883
-0.021,-0.705,0.050,4.578,-22.705,-1.221
0.070,-0.675,-0.026,15.869,-21.362,-6.348
0.206,-0.690,-0.081,27.405,-19.592,-8.118
0.343,-0.726,-0.100,35.950,-19.531,-5.432
0.445,-0.792,-0.096,39.856,-20.630,0.610
0.475,-0.882,-0.107,39.856,-24.170,9.949
0.378,-0.976,-0.134,40.039,-32.837,22.949
0.220,-1.107,-0.225,43.335,-44.739,36.438
0.061,-1.250,-0.398,45.837,-55.481,46.692
-0.137,-1.366,-0.630,45.410,-57.983,50.110
-0.257,-1.400,-0.739,48.218,-46.936,43.823
-0.279,-1.363,-0.715,52.124,-20.630,34.302
-0.183,-1.223,-0.614,51.575,11.719,25.818
-0.059,-1.042,-0.498,48.218,38.147,21.790
0.013,-0.891,-0.375,43.823,55.054,21.240
-0.040,-0.742,-0.258,38.269,66.162,23.193
-0.186,-0.587,-0.159,33.691,76.294,24.109
-0.327,-0.460,-0.003,32.593,89.233,22.278
-0.389,-0.347,0.222,34.302,107.544,19.775
-0.392,-0.243,0.523,38.208,127.197,17.700
-0.372,-0.170,0.916,42.175,146.729,15.015
-0.334,-0.116,1.306,40.405,165.527,9.521
-0.233,-0.029,1.693,35.217,180.664,2.075
0.024,-0.005,2.056,33.142,188.843,-4.150
0.316,-0.030,2.375,31.372,187.988,-7.263
0.534,-0.034,2.616,24.109,179.871,-6.836
0.702,-0.009,2.811,10.986,166.504,-5.798
0.609,0.002,3.002,-2.441,147.583,-6.897
0.907,-0.148,3.023,-10.315,143.005,-8.118
0.748,-0.180,3.286,-24.292,104.980,-15.076
0.727,-0.218,3.364,-31.189,76.233,-16.541
0.790,-0.309,3.406,-29.480,77.576,-15.320
0.783,-0.406,3.419,-37.476,69.946,-13.367
0.845,-0.448,3.331,-49.866,62.439,-8.850
0.820,-0.479,3.262,-58.777,40.039,-6.104
0.798,-0.545,3.107,-64.148,11.841,-10.315
0.731,-0.534,2.933,-69.092,-9.338,-20.813
0.666,-0.496,2.783,-70.557,-26.611,-31.006
0.618,-0.517,2.651,-68.298,-38.635,-34.363
0.561,-0.548,2.498,-69.641,-47.119,-31.677
0.510,-0.575,2.318,-74.463,-53.833,-28.320
0.411,-0.587,2.167,-78.369,-60.181,-26.855
0.380,-0.610,2.051,-78.186,-62.927,-27.710
0.309,-0.617,1.959,-74.158,-74.280,-29.785
0.281,-0.627,1.809,-65.857,-85.571,-37.781
0.217,-0.691,1.737,-53.711,-99.243,-43.640
0.169,-0.761,1.678,-46.814,-109.497,-50.720
0.091,-0.752,1.576,-50.781,-112.854,-63.599
-0.031,-0.719,1.486,-56.030,-114.258,-77.271
-0.153,-0.672,1.376,-56.274,-116.943,-86.914
-0.256,-0.673,1.260,-52.063,-120.789,-93.811
-0.356,-0.725,1.137,-45.105,-123.474,-100.342
-0.390,-0.745,0.984,-32.837,-127.014,-108.948
-0.377,-0.666,0.888,-7.996,-135.132,-122.314
-0.239,-0.510,0.851,27.893,-148.865,-140.076
-0.049,-0.377,0.873,72.693,-172.913,-150.879
0.031,-0.439,0.955,115.479,-208.191,-147.522
-0.004,-0.661,1.014,131.287,-240.234,-139.709
-0.131,-0.770,0.956,104.187,-241.638,-141.296
-0.215,-0.639,0.691,45.471,-196.106,-149.536
-0.241,-0.464,0.335,-7.202,-126.282,-155.579
-0.222,-0.254,-0.035,-30.457,-64.880,-160.522
-0.036,-0.034,-0.284,-21.606,-27.161,-165.710
0.328,0.328,-0.312,5.249,0.122,-166.077
0.799,0.627,-0.139,31.921,28.198,-151.001
1.097,0.880,0.110,46.387,53.650,-111.572
1.318,0.898,0.275,45.776,56.335,-56.213
1.286,0.836,0.248,32.654,46.204,-3.784
1.092,0.569,0.331,8.972,50.964,28.931
0.782,0.247,0.437,-18.127,69.275,34.912
0.518,0.152,0.573,-44.739,86.670,11.536
0.559,0.293,0.392,-61.890,81.116,-25.024
0.538,0.465,0.187,-55.481,59.692,-53.589
0.450,0.507,0.149,-34.485,42.114,-75.073
0.357,0.516,0.216,-21.301,38.208,-91.431
0.360,0.578,0.295,-19.226,41.565,-98.267
0.392,0.669,0.316,-24.597,47.424,-93.689
0.346,0.703,0.374,-28.137,54.504,-76.782
0.193,0.585,0.436,-29.175,60.852,-50.964
0.016,0.446,0.467,-34.729,65.247,-25.757
-0.071,0.369,0.411,-49.438,70.679,-8.362
-0.074,0.381,0.323,-62.744,76.904,-0.305
-0.043,0.441,0.310,-67.078,79.895,3.479
0.015,0.405,0.374,-65.247,77.820,5.798
0.018,0.333,0.481,-59.875,70.557,5.005
0.030,0.294,0.563,-44.739,55.420,-2.380
0.016,0.201,0.673,-20.508,35.583,-13.550
-0.036,0.089,0.839,-0.732,18.799,-20.996
-0.101,-0.052,0.983,3.784,7.446,-19.714
-0.152,-0.164,1.025,-6.042,2.747,-12.451
-0.196,-0.239,0.997,-22.217,4.028,-5.737
-0.233,-0.250,0.918,-34.363,9.155,-1.770
-0.217,-0.217,0.867,-37.781,14.954,-1.038
-0.188,-0.183,0.856,-33.875,18.494,-1.099
-0.173,-0.148,0.836,-29.907,21.240,0.183
-0.125,-0.072,0.817,-31.494,27.344,1.953
-0.046,0.034,0.828,-35.645,37.659,3.967
0.026,0.106,0.861,-34.851,45.105,5.432
0.121,0.144,0.897,-27.222,44.922,4.517
0.186,0.154,0.935,-16.846,40.161,1.831
0.218,0.132,1.005,-7.263,32.898,-0.305
0.216,0.087,1.081,-1.465,24.902,-1.343
0.223,0.021,1.147,-0.366,18.677,-1.221
0.217,-0.029,1.195,-2.319,13.916,0.183
0.196,-0.076,1.218,-5.005,8.362,1.343
0.155,-0.108,1.205,-8.606,2.869,1.709
0.141,-0.111,1.158,-13.184,-0.610,1.770
0.149,-0.086,1.103,-15.869,-2.991,2.380

0.151,-0.363,0.807,-19.531,2.930,12.146
0.169,-0.361,0.768,-19.531,0.854,11.292
0.180,-0.381,0.724,-17.029,-1.648,11.597
0.181,-0.415,0.676,-15.686,-3.296,13.367
0.188,-0.459,0.626,-17.090,-3.479,15.808
0.201,-0.508,0.574,-18.677,-3.052,18.616
0.222,-0.578,0.530,-18.188,-3.723,20.081
0.259,-0.645,0.472,-15.747,-6.348,19.897
0.300,-0.704,0.385,-12.024,-11.658,18.372
0.360,-0.765,0.289,-6.592,-18.982,15.259
0.417,-0.837,0.184,0.427,-26.733,11.475
0.453,-0.915,0.047,7.385,-34.058,7.263
0.462,-0.960,-0.088,14.221,-39.734,2.808
0.459,-0.993,-0.196,20.020,-41.748,-1.038
0.466,-1.026,-0.262,25.208,-40.222,-3.418
0.461,-1.057,-0.302,29.236,-35.950,-2.014
0.465,-1.084,-0.341,30.579,-30.457,1.892
0.409,-1.089,-0.378,29.358,-23.926,7.202
0.342,-1.093,-0.378,24.780,-15.625,12.573
0.205,-1.065,-0.427,16.846,-2.502,18.250
0.130,-0.993,-0.457,12.451,10.681,21.790
0.039,-0.917,-0.370,13.855,24.475,22.339
-0.011,-0.835,-0.302,16.113,39.063,18.738
-0.063,-0.651,-0.192,21.057,48.950,10.498
-0.097,-0.459,0.009,29.297,56.396,0.610
-0.091,-0.315,0.217,40.466,63.904,-8.789
-0.072,-0.143,0.442,49.988,70.068,-16.602
-0.045,0.059,0.813,57.312,78.796,-22.705
-0.050,0.154,1.287,62.317,90.515,-22.949
-0.071,0.118,1.690,57.434,101.624,-15.808
-0.091,0.126,1.987,41.687,112.976,-8.484
-0.039,0.172,2.218,25.391,123.230,-7.874
0.032,0.120,2.406,18.555,125.427,-10.132
0.059,0.042,2.552,15.564,119.019,-11.658
0.133,0.068,2.700,8.423,110.718,-14.832
0.215,0.060,2.899,3.479,103.455,-16.479
0.287,-0.106,3.132,0.977,95.276,-14.038
0.297,-0.286,3.289,-10.864,86.670,-12.085
0.062,-0.381,3.366,-30.029,72.083,-15.137
0.281,-0.508,3.253,-41.931,72.876,-18.677
0.128,-0.495,3.342,-54.138,32.593,-29.419
0.197,-0.577,3.185,-59.082,16.418,-44.434
0.163,-0.577,3.041,-61.646,3.052,-53.955
0.153,-0.563,2.883,-64.331,-10.803,-61.646
0.159,-0.540,2.690,-65.735,-24.841,-67.505
0.150,-0.490,2.521,-61.462,-44.128,-67.749
0.145,-0.449,2.373,-49.805,-62.195,-62.988
0.168,-0.380,2.159,-34.729,-71.533,-53.833
0.201,-0.312,1.956,-19.531,-72.021,-41.687
0.217,-0.364,1.852,-9.094,-67.627,-27.832
0.216,-0.420,1.838,-2.625,-53.101,-12.817
0.232,-0.397,1.740,-0.488,-35.278,-0.732
0.205,-0.441,1.666,-3.174,-28.198,2.563
0.240,-0.561,1.399,-9.338,-29.114,-5.920
0.175,-0.666,1.518,-32.227,-50.171,-34.180
0.115,-0.590,1.422,-51.880,-65.063,-69.824
0.104,-0.511,1.279,-59.509,-73.547,-102.600
0.109,-0.429,1.167,-52.856,-83.618,-127.502
0.121,-0.391,1.111,-41.870,-91.553,-143.005
0.099,-0.354,1.035,-36.743,-93.628,-146.851
0.037,-0.314,0.937,-40.955,-89.172,-141.235
-0.077,-0.248,0.784,-53.101,-78.796,-130.249
-0.145,-0.171,0.574,-67.749,-62.866,-117.004
-0.076,-0.057,0.391,-77.820,-41.077,-104.614
0.023,0.080,0.314,-76.660,-17.029,-93.750
0.161,0.199,0.316,-66.833,2.441,-84.351
0.260,0.322,0.285,-54.688,14.893,-75.928
0.303,0.407,0.249,-39.551,17.639,-65.918
0.346,0.433,0.137,-22.644,9.460,-53.955
0.341,0.362,0.041,-4.517,-3.784,-39.978
0.366,0.297,0.067,7.019,-15.991,-27.100
0.438,0.320,0.057,-1.404,-19.287,-20.447
0.504,0.427,-0.027,-21.851,-12.756,-18.372
0.516,0.481,-0.126,-39.978,-0.427,-17.578
0.550,0.527,-0.167,-50.598,15.625,-18.677
0.620,0.610,-0.138,-50.537,30.884,-25.452
0.714,0.725,-0.073,-39.917,40.527,-37.598
0.786,0.859,0.060,-19.775,44.006,-49.744
0.863,0.960,0.280,3.784,42.358,-57.190
0.874,1.000,0.476,20.325,40.894,-56.519
0.813,0.964,0.630,25.146,40.466,-47.974
0.698,0.878,0.756,19.348,40.527,-33.813
0.584,0.792,0.793,3.967,42.419,-17.761
0.484,0.685,0.767,-12.146,42.175,-2.625
0.317,0.567,0.710,-25.024,36.926,11.658
0.202,0.429,0.637,-32.166,23.865,20.874
0.137,0.333,0.584,-30.334,1.404,24.475
0.042,0.198,0.618,-17.822,-23.743,23.865
-0.024,0.092,0.670,-4.028,-40.100,19.287
-0.031,0.068,0.699,5.615,-48.462,11.230
-0.014,0.042,0.758,14.465,-52.673,2.808
0.039,0.039,0.818,20.325,-53.772,-2.808
0.066,0.031,0.848,21.973,-50.903,-5.371
0.038,-0.005,0.874,20.020,-44.434,-3.235
0.018,-0.047,0.892,12.512,-35.339,1.648
-0.009,-0.084,0.873,-0.793,-24.170,7.812
-0.042,-0.113,0.838,-14.832,-13.672,14.404
-0.079,-0.108,0.819,-27.588,-4.150,19.775
-0.075,-0.072,0.811,-37.109,3.418,21.912
-0.060,-0.009,0.788,-42.664,9.277,22.339
-0.077,0.024,0.798,-42.664,10.620,23.071
-0.092,0.043,0.809,-40.894,8.850,23.865
-0.096,0.056,0.808,-37.659,5.310,23.499
-0.104,0.003,0.810,-32.410,1.892,21.729
-0.126,-0.050,0.827,-26.672,0.549,19.409
-0.138,-0.110,0.843,-20.813,-0.061,14.648
-0.137,-0.129,0.867,-14.587,-1.465,7.629
-0.126,-0.101,0.912,-8.240,-3.967,-0.549
-0.056,-0.038,0.909,-3.967,-5.005,-9.399
0.003,0.039,0.905,-0.183,-4.089,-16.602
0.043,0.104,0.912,4.395,-3.296,-20.874
0.086,0.127,0.934,9.583,-2.075,-21.606
0.118,0.118,0.964,13.000,-0.610,-19.165
0.151,0.088,1.011,13.611,0.854,-15.015
0.137,0.033,1.065,10.986,2.380,-9.521
0.102,-0.014,1.099,5.188,2.319,-3.967
0.094,-0.031,1.116,-1.526,-0.122,-0.427
0.088,-0.023,1.111,-6.714,-6.104,0.793
0.070,-0.023,1.101,-8.179,-14.526,0.488

0.370,-0.420,0.923,38.635,-4.517,31.921
0.379,-0.497,0.944,34.302,-6.348,34.729
0.340,-0.585,0.988,28.503,-6.348,35.583
0.301,-0.677,1.013,21.851,-5.554,35.706
0.264,-0.727,0.991,15.442,-7.141,32.349
0.250,-0.745,0.911,12.146,-13.794,25.818
0.247,-0.736,0.769,12.512,-24.109,15.869
0.254,-0.702,0.619,17.151,-34.973,4.211
0.285,-0.678,0.523,27.161,-42.908,-4.944
0.323,-0.650,0.423,38.086,-47.241,-11.108
0.385,-0.635,0.317,46.021,-50.964,-15.869
0.430,-0.621,0.225,50.903,-52.917,-17.029
0.451,-0.630,0.150,54.321,-50.537,-14.893
0.394,-0.651,0.114,54.016,-43.274,-13.367
0.310,-0.672,0.111,50.415,-32.837,-14.465
0.262,-0.700,0.093,47.485,-21.667,-14.954
0.203,-0.764,0.047,43.213,-12.939,-13.550
0.126,-0.827,0.013,37.354,-6.470,-14.099
0.111,-0.850,-0.077,32.043,-1.221,-15.381
0.067,-0.874,-0.197,32.471,0.610,-15.930
0.033,-0.880,-0.296,39.307,0.427,-18.311
0.040,-0.888,-0.376,51.819,2.075,-24.170
0.040,-0.895,-0.374,66.284,7.080,-30.090
0.048,-0.925,-0.324,76.843,16.663,-35.095
0.036,-0.971,-0.302,81.787,27.832,-39.612
-0.003,-0.964,-0.315,82.275,36.194,-45.898
-0.055,-0.895,-0.257,83.313,47.302,-54.688
-0.112,-0.797,-0.132,87.646,65.308,-64.697
-0.121,-0.646,-0.027,88.379,83.740,-71.716
-0.091,-0.444,0.121,88.684,99.792,-70.313
-0.038,-0.279,0.353,92.468,118.591,-60.547
0.016,-0.240,0.609,92.407,139.526,-47.424
0.087,-0.242,0.885,82.886,162.170,-35.645
0.217,-0.255,1.208,70.068,188.110,-26.550
0.327,-0.331,1.625,59.814,215.210,-19.958
0.379,-0.400,1.991,46.814,236.145,-14.404
0.433,-0.333,2.283,26.245,245.361,-11.780
0.365,-0.273,2.536,7.446,241.028,-13.977
0.861,-0.383,2.740,1.953,256.165,-12.634
0.936,-0.335,3.059,-11.414,229.370,-20.996
1.022,-0.229,3.320,-28.015,198.486,-20.081
1.257,-0.274,3.417,-30.457,191.650,-7.141
1.378,-0.348,3.483,-39.978,177.490,5.859
1.369,-0.394,3.520,-60.059,143.066,15.076
1.337,-0.459,3.497,-73.486,105.530,17.700
1.298,-0.548,3.440,-75.378,66.223,15.564
1.194,-0.623,3.351,-77.148,23.254,8.057
1.005,-0.652,3.242,-84.229,-13.855,0.732
0.839,-0.654,3.064,-90.942,-35.461,-3.235
0.666,-0.701,2.879,-99.365,-45.776,-7.751
0.504,-0.710,2.723,-111.328,-51.270,-11.108
0.379,-0.704,2.492,-124.207,-56.580,-11.536
0.243,-0.694,2.265,-130.920,-61.951,-10.071
0.109,-0.748,2.088,-131.714,-60.425,-8.118
0.030,-0.829,2.002,-131.470,-50.842,-5.798
0.008,-0.909,2.070,-131.042,-42.664,-5.920
0.059,-0.939,2.098,-120.117,-53.589,-14.648
0.110,-0.973,2.099,-90.332,-86.975,-28.809
0.171,-0.909,2.043,-50.598,-125.977,-42.358
0.255,-0.905,1.868,-18.738,-157.898,-54.810
0.256,-0.921,1.654,-2.136,-181.335,-63.965
0.146,-0.921,1.416,5.920,-198.120,-67.627
-0.020,-0.905,1.134,16.113,-209.167,-67.383
-0.228,-0.935,0.856,42.847,-217.407,-66.284
-0.257,-0.945,0.680,94.116,-208.862,-67.749
-0.047,-1.006,0.416,155.396,-187.134,-76.355
0.150,-1.115,0.152,171.753,-188.721,-97.412
0.249,-1.007,0.098,102.295,-204.834,-127.197
0.402,-0.681,0.214,6.226,-174.561,-154.419
0.670,-0.125,0.362,-70.862,-98.083,-158.020
0.803,0.231,0.382,-123.779,-29.358,-133.118
0.848,0.419,0.080,-150.757,-0.610,-96.985
0.723,0.599,-0.253,-150.574,-5.981,-64.819
0.440,0.524,-0.517,-123.169,-28.992,-40.710
0.191,0.192,-0.643,-73.120,-56.763,-25.085
0.044,0.001,-0.588,-36.255,-63.354,-16.235
0.085,0.044,-0.463,-44.983,-31.799,-20.142
0.300,0.305,-0.448,-72.266,15.198,-30.212
0.479,0.598,-0.461,-83.008,43.030,-42.725
0.613,0.849,-0.428,-73.914,44.067,-61.157
0.719,1.054,-0.297,-54.749,35.034,-81.421
0.781,1.164,-0.122,-30.090,25.452,-100.342
0.751,1.198,0.075,-2.747,16.052,-117.676
0.697,1.201,0.215,23.743,5.554,-131.226
0.657,1.217,0.287,46.204,-1.221,-137.817
0.628,1.164,0.386,63.171,0.183,-132.629
0.543,1.015,0.542,68.359,8.118,-114.807
0.404,0.812,0.736,57.617,20.813,-87.524
0.251,0.610,0.875,31.494,37.109,-54.993
0.182,0.452,0.910,-4.822,56.885,-23.621
0.147,0.346,0.853,-43.396,74.402,0.122
0.127,0.279,0.789,-73.303,84.534,14.038
0.141,0.265,0.769,-84.961,86.121,21.118
0.148,0.192,0.778,-78.003,75.989,23.315
0.112,0.063,0.851,-60.669,49.377,20.691
0.068,-0.028,0.932,-43.884,17.090,16.174
0.046,-0.099,0.984,-34.912,-7.935,9.827
0.024,-0.172,1.001,-35.522,-23.865,3.967
0.002,-0.204,0.954,-44.250,-30.640,2.136
-0.007,-0.178,0.888,-54.932,-30.579,3.113
0.010,-0.109,0.852,-62.500,-25.696,5.371
0.036,-0.035,0.854,-66.101,-16.479,7.080
0.039,0.011,0.882,-65.918,-5.920,8.301
0.049,0.036,0.928,-66.589,2.319,10.132
0.048,0.057,0.957,-70.129,9.460,13.245
0.042,0.085,0.959,-71.228,14.160,15.808
0.032,0.069,0.940,-67.688,14.587,15.991
0.010,0.046,0.910,-61.584,14.587,15.198
-0.007,0.048,0.888,-54.871,15.076,14.771
-0.018,0.059,0.878,-49.377,16.418,13.916
-0.028,0.083,0.886,-44.373,17.700,11.841
-0.021,0.099,0.889,-39.124,17.212,8.789
-0.001,0.113,0.880,-32.898,16.052,4.822
0.020,0.115,0.897,-26.611,13.977,1.343
0.026,0.115,0.921,-20.935,11.841,-1.221
0.046,0.140,0.943,-15.564,9.888,-4.211
0.085,0.179,0.974,-9.033,7.141,-8.606
0.116,0.203,1.004,-0.793,3.418,-12.634
0.123,0.200,1.041,6.775,0.061,-15.564

0.248,-0.372,0.925,4.211,-19.775,13.184
0.255,-0.373,0.851,1.404,-20.203,14.282
0.262,-0.385,0.786,-2.014,-19.836,15.015
0.278,-0.403,0.726,-7.141,-18.616,15.930
0.295,-0.439,0.664,-12.451,-16.663,16.663
0.318,-0.475,0.609,-15.564,-14.587,16.785
0.350,-0.511,0.540,-16.052,-13.367,15.320
0.391,-0.552,0.473,-13.306,-13.916,11.902
0.435,-0.608,0.397,-8.667,-15.137,6.165
0.456,-0.651,0.317,-3.601,-17.090,-0.183
0.476,-0.690,0.227,0.854,-20.569,-6.470
0.509,-0.733,0.116,6.958,-25.146,-11.230
0.509,-0.731,-0.018,14.771,-30.090,-15.503
0.483,-0.733,-0.164,24.719,-36.194,-21.667
0.456,-0.755,-0.284,37.659,-40.771,-29.907
0.417,-0.788,-0.383,52.429,-41.077,-38.391
0.392,-0.829,-0.424,63.110,-37.292,-45.715
0.338,-0.830,-0.443,68.726,-29.968,-49.194
0.342,-0.838,-0.417,73.730,-23.865,-49.744
0.302,-0.839,-0.461,83.069,-22.705,-46.570
0.271,-0.909,-0.465,95.520,-24.902,-42.419
0.223,-0.992,-0.461,105.286,-25.635,-38.757
0.129,-1.033,-0.450,108.154,-21.057,-34.668
0.020,-1.021,-0.411,104.370,-10.132,-29.602
-0.062,-0.985,-0.345,98.633,7.690,-24.475
-0.137,-0.929,-0.201,91.919,30.212,-20.447
-0.148,-0.856,0.010,85.632,52.429,-16.846
-0.105,-0.767,0.226,81.726,73.486,-13.794
-0.077,-0.578,0.474,76.416,92.163,-14.160
0.001,-0.371,0.777,68.726,107.910,-16.541
0.102,-0.218,1.028,63.477,118.103,-14.648
0.221,-0.083,1.197,58.594,124.146,-11.169
0.319,0.025,1.359,52.246,129.883,-10.315
0.370,0.092,1.529,46.448,136.047,-10.925
0.484,0.182,1.668,40.833,140.808,-10.803
0.676,0.172,1.832,41.016,144.165,-8.667
0.919,0.037,2.046,43.701,146.423,-3.174
0.786,-0.048,2.296,36.011,141.663,2.808
1.149,-0.199,2.419,27.283,154.968,7.690
1.159,-0.350,2.745,19.653,139.160,8.972
1.080,-0.522,3.036,7.324,105.469,15.198
1.114,-0.687,3.107,1.709,115.173,27.649
1.198,-0.860,3.138,-7.629,129.089,36.316
1.124,-1.011,3.251,-22.949,116.638,43.213
1.043,-1.150,3.311,-39.307,96.741,46.570
1.003,-1.272,3.305,-57.007,78.613,40.771
0.917,-1.332,3.268,-76.050,55.908,21.301
0.798,-1.308,3.179,-91.309,25.940,-6.104
0.742,-1.230,2.977,-97.473,-6.226,-28.687
0.742,-1.135,2.750,-93.689,-29.907,-44.434
0.778,-1.056,2.515,-89.844,-44.128,-53.406
0.774,-0.974,2.252,-92.834,-51.697,-58.105
0.812,-0.856,1.964,-98.877,-52.979,-58.167
0.714,-0.755,1.802,-102.478,-57.861,-54.993
0.684,-0.762,1.667,-99.365,-46.143,-52.063
0.672,-0.779,1.623,-98.938,-31.128,-42.908
0.694,-0.751,1.590,-107.361,-24.231,-31.250
0.693,-0.750,1.574,-120.544,-22.949,-23.560
0.695,-0.730,1.517,-132.141,-26.428,-20.081
0.672,-0.751,1.456,-138.855,-38.818,-19.104
0.634,-0.756,1.373,-138.245,-61.157,-24.170
0.577,-0.730,1.227,-131.409,-92.102,-40.955
0.491,-0.640,1.041,-121.155,-123.474,-69.397
0.404,-0.548,0.804,-106.201,-151.672,-99.915
0.351,-0.434,0.543,-85.938,-173.950,-125.732
0.290,-0.274,0.320,-61.340,-187.561,-145.569
0.281,-0.125,0.172,-38.757,-190.674,-159.668
0.329,-0.012,0.131,-22.705,-181.396,-166.382
0.373,0.083,0.125,-17.578,-162.842,-164.917
0.405,0.096,0.180,-24.170,-134.216,-156.738
0.439,-0.027,0.220,-44.128,-97.656,-146.301
0.520,-0.072,0.285,-78.613,-55.481,-138.611
0.561,0.005,0.365,-121.826,-9.216,-130.493
0.558,0.066,0.393,-160.828,29.785,-119.507
0.576,0.129,0.347,-189.087,48.462,-107.483
0.614,0.239,0.210,-205.566,48.706,-99.731
0.639,0.334,0.060,-207.642,34.119,-97.473
0.640,0.412,-0.062,-196.472,10.376,-99.426
0.664,0.491,-0.209,-177.795,-16.724,-102.417
0.665,0.630,-0.403,-157.715,-41.016,-103.027
0.647,0.752,-0.522,-137.573,-53.528,-102.234
0.599,0.839,-0.519,-117.249,-50.598,-99.731
0.553,0.883,-0.456,-99.976,-36.743,-92.896
0.516,0.885,-0.362,-88.562,-17.700,-83.069
0.463,0.875,-0.263,-80.933,3.235,-71.960
