aX,aY,aZ,gX,gY,gZ
0.468,0.667,0.141,-43.518,-49.561,-84.412
0.584,0.930,-0.061,-50.354,-55.664,-84.717
0.691,1.220,-0.362,-65.430,-56.580,-84.412
0.809,1.465,-0.642,-72.632,-52.124,-83.435
0.913,1.754,-0.889,-64.148,-46.875,-77.148
1.026,2.069,-1.100,-41.626,-42.297,-70.557
1.158,2.208,-1.221,-9.033,-42.297,-68.237
1.291,2.236,-1.320,27.344,-46.387,-63.721
1.315,2.185,-1.341,59.082,-51.453,-51.575
1.233,2.130,-1.333,79.590,-51.208,-32.288
1.162,2.051,-1.379,87.036,-42.175,-5.554
1.091,2.000,-1.413,89.111,-22.888,27.222
0.959,1.882,-1.355,107.727,3.174,59.387
0.840,1.591,-1.088,147.217,24.048,77.026
0.879,1.385,-0.721,182.251,41.077,86.121
0.933,1.291,-0.385,196.289,54.077,103.638
0.962,1.174,-0.104,200.439,59.875,136.108
1.003,0.816,0.100,204.590,59.753,191.895
1.014,0.222,0.305,201.904,59.875,264.648
0.925,-0.503,0.559,177.368,73.120,339.539
0.819,-1.348,0.863,136.841,103.394,402.710
0.646,-2.128,1.247,102.295,140.320,448.059
0.474,-2.796,1.738,89.478,176.025,469.604
0.470,-3.443,2.354,98.328,202.820,463.257
0.623,-3.989,3.007,119.995,212.646,430.603
0.848,-4.000,3.719,142.273,202.271,384.521
1.116,-4.000,4.000,149.780,171.753,338.318
1.345,-4.000,4.000,141.663,124.512,296.631
1.457,-4.000,4.000,123.413,69.092,259.644
1.454,-4.000,4.000,94.116,15.137,220.215
1.413,-4.000,4.000,63.293,-32.837,173.462
1.309,-4.000,4.000,41.931,-78.125,125.610
1.193,-3.957,4.000,27.588,-119.751,81.299
1.062,-3.464,3.711,14.282,-156.006,41.992
0.904,-2.944,3.280,0.244,-182.678,10.681
0.718,-2.419,2.846,-14.282,-197.876,-12.634
0.559,-1.927,2.368,-26.245,-202.148,-31.189
0.393,-1.505,2.070,-30.090,-207.458,-47.241
0.299,-1.283,1.883,-26.611,-225.159,-66.956
0.215,-1.002,1.813,-22.217,-252.625,-85.754
0.162,-0.760,1.521,-18.921,-260.132,-90.088
0.157,-0.674,1.219,-19.470,-246.643,-99.487
0.148,-0.612,0.993,-25.452,-234.253,-109.436
0.169,-0.517,0.721,-34.973,-223.755,-108.337
0.172,-0.417,0.444,-44.006,-213.867,-103.455
0.159,-0.421,0.144,-49.133,-204.773,-101.318
0.187,-0.412,-0.205,-53.040,-189.636,-98.145
0.220,-0.413,-0.523,-53.650,-164.978,-92.590
0.243,-0.425,-0.782,-48.950,-133.728,-83.008
0.303,-0.435,-1.017,-44.739,-94.055,-69.519
0.389,-0.440,-1.212,-45.349,-53.040,-57.251
0.480,-0.397,-1.382,-54.565,-17.944,-47.668
0.584,-0.324,-1.518,-67.932,6.287,-39.368
0.724,-0.308,-1.675,-76.721,23.132,-30.212
0.887,-0.354,-1.810,-71.228,34.973,-20.630
1.010,-0.456,-1.885,-46.692,37.964,-15.625
1.088,-0.566,-2.057,-10.803,29.358,-20.447
1.165,-0.725,-2.144,25.757,9.705,-34.119
1.329,-0.862,-2.267,53.955,-4.028,-49.744
1.305,-0.952,-2.358,67.383,-6.714,-58.533
1.217,-1.026,-2.399,70.984,0.549,-59.692
1.102,-1.096,-2.381,68.909,18.921,-53.406
1.036,-1.196,-2.308,64.819,39.490,-41.687
1.011,-1.304,-2.167,59.570,55.054,-28.992
0.939,-1.436,-2.024,53.284,64.148,-19.592
0.819,-1.516,-1.891,44.922,68.970,-14.526
0.671,-1.619,-1.813,34.241,73.242,-13.855
0.511,-1.717,-1.789,22.949,80.750,-20.996
0.308,-1.829,-1.758,13.306,93.872,-37.964
0.104,-1.905,-1.704,5.249,112.610,-61.890
-0.098,-1.959,-1.623,-1.099,136.719,-86.182
-0.335,-2.090,-1.623,-9.338,164.978,-108.704
-0.357,-2.242,-1.639,-22.644,197.510,-132.690
-0.124,-2.309,-1.695,-40.955,234.131,-158.020
0.299,-2.086,-1.778,-60.425,270.630,-184.631
1.013,-1.485,-1.646,-73.669,308.289,-210.632
1.830,-0.811,-1.037,-71.594,342.651,-222.778
2.427,-0.073,-0.022,-69.275,368.958,-214.722
2.905,0.599,1.044,-83.862,390.991,-194.458
3.439,1.136,2.019,-105.591,401.672,-170.837
3.789,1.694,2.715,-120.911,391.113,-161.987
4.000,2.412,3.190,-101.868,359.009,-171.936
4.000,2.949,3.784,-42.725,310.608,-187.439
4.000,3.032,4.000,15.564,275.452,-190.918
3.999,2.723,4.000,32.227,261.780,-175.171

0.048,-0.133,0.918,-1.526,-39.429,-1.770
0.034,-0.105,0.889,-2.014,-38.025,0.061
0.028,-0.089,0.881,-2.136,-34.851,0.854
0.036,-0.073,0.887,-2.319,-30.212,1.160
0.045,-0.060,0.896,-2.747,-25.452,0.916
0.041,-0.067,0.904,-3.662,-21.484,0.793
0.031,-0.058,0.891,-6.165,-18.677,0.122
0.025,-0.035,0.858,-9.766,-17.090,-0.977
0.019,-0.009,0.827,-12.146,-17.395,-3.174
0.025,0.025,0.778,-14.465,-19.287,-5.432
0.041,0.062,0.727,-16.602,-21.179,-6.714
0.032,0.112,0.691,-18.982,-22.583,-7.324
-0.002,0.154,0.670,-23.499,-22.827,-7.874
0.005,0.224,0.620,-34.424,-22.339,-8.667
0.013,0.276,0.517,-53.711,-20.447,-6.958
0.059,0.416,0.328,-79.956,-17.151,-9.033
0.126,0.587,0.069,-101.563,-12.939,-14.526
0.213,0.716,-0.204,-111.877,-9.033,-22.949
0.325,0.878,-0.456,-111.694,-5.127,-32.837
0.465,1.030,-0.687,-104.797,-3.601,-41.931
0.639,1.157,-0.891,-90.027,-4.456,-47.668
0.782,1.246,-1.038,-69.092,-5.859,-49.561
0.999,1.317,-1.034,-48.706,-6.653,-47.302
0.904,1.413,-1.304,-34.302,-15.381,-40.100
0.982,1.442,-1.294,-13.916,-15.076,-32.410
0.982,1.371,-1.344,1.343,-5.310,-28.503
0.808,1.375,-1.346,12.939,5.676,-25.940
0.710,1.464,-1.324,22.644,17.639,-20.447
0.675,1.580,-1.344,30.518,31.616,-6.714
0.642,1.719,-1.351,41.504,46.082,17.578
0.651,1.879,-1.368,62.256,61.401,48.157
0.672,1.757,-1.272,103.699,69.641,76.843
0.729,1.493,-1.010,150.879,67.322,99.365
0.784,1.197,-0.726,174.622,69.824,118.286
0.838,1.012,-0.491,169.617,83.679,139.038
0.876,0.744,-0.221,162.415,107.483,168.335
0.917,0.231,0.219,173.157,131.775,204.407
0.909,-0.461,0.769,194.397,150.146,238.770
0.892,-1.111,1.337,208.130,163.818,264.954
0.811,-1.588,1.831,205.872,175.110,279.968
0.830,-2.060,2.264,197.754,181.702,287.109
0.888,-2.527,2.633,191.956,180.542,294.250
0.932,-2.812,2.997,181.763,180.054,300.842
1.140,-3.153,3.378,168.640,179.199,301.636
1.255,-3.491,3.992,162.231,170.471,300.110
1.399,-3.620,4.000,151.062,167.114,297.180
1.495,-3.737,4.000,130.554,141.724,278.809
1.753,-3.799,4.000,108.582,114.136,249.451
1.916,-3.760,4.000,95.337,75.073,211.548
1.975,-3.642,4.000,93.872,30.884,166.626
1.968,-3.517,4.000,97.961,-19.226,119.690
1.931,-3.327,4.000,99.487,-68.237,74.097
1.860,-3.062,4.000,94.666,-110.168,31.494
1.726,-2.699,4.000,85.327,-145.020,-2.014
1.705,-2.293,3.667,69.946,-177.185,-26.733
1.380,-1.917,3.422,50.110,-222.351,-46.265
1.307,-1.589,2.797,33.630,-258.118,-56.702
1.114,-1.262,2.222,23.010,-263.794,-68.115
0.863,-0.943,1.754,11.169,-265.259,-79.590
0.584,-0.680,1.409,0.549,-271.851,-88.989
0.444,-0.530,1.066,-3.723,-265.259,-93.811
0.308,-0.401,0.844,-8.789,-262.939,-98.633
0.227,-0.267,0.545,-17.090,-267.212,-101.868
0.224,-0.199,0.145,-24.414,-265.381,-101.013
0.229,-0.174,-0.260,-27.405,-253.357,-96.619
0.232,-0.136,-0.578,-24.536,-234.436,-87.524
0.259,-0.116,-0.780,-17.151,-214.417,-73.975
0.316,-0.174,-0.931,-11.047,-194.580,-57.556
0.374,-0.266,-1.115,-9.094,-173.157,-38.879
0.406,-0.341,-1.320,-14.099,-147.034,-22.095
0.448,-0.456,-1.510,-25.757,-114.929,-10.559
0.503,-0.629,-1.666,-42.358,-79.712,-5.310
0.589,-0.759,-1.825,-60.974,-44.983,-7.568
0.716,-0.842,-1.924,-70.496,-16.113,-16.663
0.899,-0.829,-2.083,-61.829,2.014,-28.687
1.163,-0.825,-2.146,-34.363,5.066,-41.687
1.364,-0.787,-2.134,4.456,5.127,-53.772
1.459,-0.820,-2.108,41.321,5.554,-61.218
1.509,-0.820,-2.031,67.383,5.310,-59.692
1.464,-0.825,-2.004,76.050,7.935,-46.387
1.350,-0.917,-2.010,70.251,13.977,-25.391
1.214,-1.010,-2.001,56.213,25.940,-2.441
1.108,-1.115,-1.956,36.743,44.678,16.968
0.986,-1.242,-1.887,15.808,67.322,28.198
0.827,-1.393,-1.797,-0.183,87.280,25.879
0.709,-1.559,-1.695,-6.226,100.891,9.583
0.647,-1.646,-1.607,-4.639,111.084,-18.616
0.515,-1.688,-1.518,5.859,119.690,-53.345
0.409,-1.745,-1.401,20.569,130.066,-88.684
0.399,-1.783,-1.288,28.320,145.569,-118.286
0.422,-1.850,-1.194,22.583,164.673,-137.024
0.515,-1.858,-1.162,0.305,185.913,-147.888
0.717,-1.770,-1.185,-37.048,210.144,-159.973
1.031,-1.506,-1.120,-78.857,239.380,-180.115
1.390,-1.074,-0.954,-104.980,269.470,-204.102
1.663,-0.550,-0.511,-103.516,289.673,-227.966
1.927,-0.035,0.263,-88.684,307.312,-249.573
2.314,0.528,1.222,-78.857,325.073,-265.442
2.674,1.157,2.161,-79.285,328.979,-270.752
3.052,1.801,2.882,-89.966,313.538,-266.541
3.211,2.260,3.330,-106.262,283.630,-251.892
3.089,2.636,3.670,-123.596,250.916,-228.882
3.048,3.005,3.946,-143.433,229.370,-210.327
2.944,3.196,4.000,-158.447,215.332,-196.350
2.723,3.180,4.000,-161.255,189.392,-169.128
2.323,3.022,3.880,-156.128,148.804,-132.690
1.817,2.675,3.567,-146.179,107.788,-100.037
1.329,2.369,3.216,-139.465,75.623,-72.632
0.859,2.026,2.896,-133.667,52.246,-48.950
0.514,1.643,2.628,-126.587,36.926,-30.396
0.249,1.261,2.417,-118.958,27.771,-15.930
0.165,0.994,2.283,-109.009,23.254,-7.019
0.189,0.833,2.221,-95.154,17.639,-2.991
0.253,0.744,2.178,-78.430,7.446,-3.662
0.322,0.623,2.129,-62.256,-5.981,-7.507
0.375,0.523,2.093,-51.086,-20.203,-9.460
0.408,0.436,2.042,-46.204,-34.485,-9.216
0.412,0.358,1.923,-42.419,-49.683,-9.216
0.378,0.280,1.754,-33.569,-64.941,-10.925

0.150,-0.059,0.801,-22.949,-10.254,-13.428
0.130,-0.070,0.784,-25.757,-13.123,-8.179
0.114,-0.097,0.770,-29.236,-14.648,-3.540
0.101,-0.110,0.771,-33.813,-13.000,-0.183
0.081,-0.104,0.779,-37.415,-11.475,2.625
0.068,-0.105,0.794,-36.072,-11.414,5.371
0.064,-0.108,0.813,-31.555,-14.465,7.935
0.056,-0.127,0.836,-26.123,-19.714,11.230
0.044,-0.134,0.851,-25.574,-26.550,15.015
0.026,-0.130,0.871,-29.785,-33.875,19.043
0.016,-0.143,0.876,-35.522,-39.490,22.522
0.020,-0.152,0.879,-43.396,-42.053,25.696
0.028,-0.160,0.849,-49.805,-41.687,27.893
0.041,-0.168,0.833,-52.612,-40.466,28.687
0.043,-0.173,0.821,-52.063,-38.574,27.588
0.023,-0.187,0.803,-50.720,-34.485,25.879
0.004,-0.178,0.792,-48.950,-30.945,25.818
-0.015,-0.190,0.783,-47.424,-28.320,26.184
-0.030,-0.205,0.767,-44.128,-25.940,27.466
-0.044,-0.234,0.767,-42.847,-24.048,28.809
-0.049,-0.264,0.765,-43.091,-20.996,29.785
-0.057,-0.294,0.780,-44.861,-16.418,28.931
-0.087,-0.309,0.789,-48.218,-10.925,26.489
-0.106,-0.326,0.785,-50.964,-5.249,22.827
-0.116,-0.336,0.778,-51.575,-1.343,19.104
-0.109,-0.358,0.778,-50.354,0.122,15.320
-0.103,-0.397,0.787,-47.852,0.610,8.545
-0.090,-0.424,0.802,-44.556,0.793,-0.854
-0.063,-0.432,0.799,-43.884,0.916,-13.123
-0.025,-0.411,0.778,-48.096,1.526,-27.832
0.028,-0.363,0.728,-54.932,2.625,-44.678
0.020,-0.252,0.619,-59.265,3.479,-63.782
0.030,-0.068,0.501,-58.411,1.465,-84.167
0.117,0.144,0.356,-53.040,-6.958,-103.699
0.326,0.460,0.166,-48.645,-19.897,-121.155
0.609,0.906,-0.055,-46.509,-31.921,-136.475
0.879,1.357,-0.299,-37.415,-42.053,-140.991
1.037,1.677,-0.515,-18.127,-51.514,-126.343
1.064,1.910,-0.704,2.869,-61.340,-96.375
1.052,2.074,-0.990,12.451,-66.650,-60.364
1.107,2.182,-1.380,6.714,-59.875,-29.175
1.139,2.269,-1.753,-0.549,-36.316,-7.690
0.989,2.401,-2.052,6.897,-9.460,10.193
0.846,2.579,-2.286,34.912,7.507,24.841
0.853,2.711,-2.490,85.510,21.545,28.198
0.790,2.538,-2.363,161.011,30.212,29.785
0.805,2.225,-2.073,226.929,32.593,33.081
0.895,1.959,-1.803,251.770,41.809,41.687
0.984,1.852,-1.631,248.657,52.979,65.430
1.118,1.666,-1.539,244.019,63.171,110.657
1.238,1.266,-1.302,246.216,78.186,173.401
1.370,0.612,-0.911,246.460,103.760,243.896
1.357,-0.171,-0.407,233.948,140.686,315.247
1.313,-0.919,0.233,207.581,186.707,375.549
1.390,-1.643,0.931,181.763,232.788,417.236
1.433,-2.318,1.650,166.321,258.606,441.650
1.483,-3.000,2.257,151.978,263.794,449.036
1.465,-3.572,2.716,131.165,257.568,442.200
1.556,-3.868,3.139,109.192,251.343,418.701
1.714,-3.927,3.504,92.651,239.685,380.920
1.890,-3.898,3.781,89.539,209.961,339.172
2.017,-3.769,4.000,91.614,166.687,294.495
2.234,-3.584,4.000,90.576,127.686,250.854
2.428,-3.501,4.000,92.041,86.060,214.539
3.051,-3.546,4.000,89.783,43.823,185.608
2.361,-3.236,4.000,76.782,-3.662,170.776
2.719,-3.277,4.000,68.848,-30.334,164.734
2.305,-3.437,4.000,51.514,-59.265,118.835
2.104,-3.286,3.802,38.696,-82.336,70.374
1.851,-3.136,3.510,50.720,-102.173,33.081
1.636,-2.911,3.262,61.340,-125.488,-8.362
1.496,-2.528,3.029,57.983,-149.597,-38.940
1.242,-2.092,2.839,49.927,-174.194,-57.129
1.080,-1.802,2.473,41.321,-195.496,-70.129
0.886,-1.565,2.021,32.227,-202.820,-84.412
0.706,-1.330,1.591,27.466,-201.172,-98.450
0.577,-1.102,1.184,29.846,-195.557,-111.877
0.480,-0.950,0.903,38.574,-184.998,-124.695
0.406,-0.797,0.709,44.250,-171.204,-137.268
0.403,-0.637,0.531,41.016,-156.372,-148.071
0.463,-0.435,0.354,35.217,-143.555,-153.748
0.574,-0.217,0.217,30.457,-133.728,-150.940
0.669,-0.079,0.089,27.954,-126.770,-139.282
0.784,-0.029,0.024,21.667,-123.596,-120.300
0.797,-0.091,-0.043,6.897,-120.117,-93.750
0.841,-0.211,-0.062,-13.611,-109.497,-67.688
0.737,-0.285,0.010,-39.978,-99.548,-50.049
0.708,-0.329,0.026,-63.293,-91.736,-42.603
0.660,-0.411,-0.018,-75.378,-97.778,-39.063
0.610,-0.509,-0.134,-76.965,-115.784,-36.255
0.600,-0.579,-0.319,-73.975,-134.094,-34.973
0.589,-0.619,-0.545,-72.021,-145.447,-36.743
0.565,-0.674,-0.833,-71.045,-148.315,-41.138
0.569,-0.757,-1.106,-68.054,-143.860,-44.495
0.591,-0.832,-1.340,-61.890,-134.033,-47.791
0.635,-0.957,-1.493,-50.598,-121.765,-50.415
0.714,-1.041,-1.581,-37.170,-105.408,-56.091
0.788,-1.004,-1.627,-31.372,-84.656,-67.749
0.816,-0.917,-1.651,-31.494,-60.974,-80.811
0.810,-0.840,-1.664,-28.870,-39.368,-89.966
0.813,-0.813,-1.672,-23.193,-24.902,-93.201
0.793,-0.833,-1.664,-18.738,-14.832,-91.064
0.738,-0.854,-1.660,-18.188,-5.310,-86.731
0.666,-0.889,-1.675,-20.142,2.319,-84.106
0.552,-0.922,-1.731,-21.301,9.888,-83.984
0.434,-0.941,-1.805,-18.555,19.470,-85.754
0.324,-0.973,-1.827,-10.498,31.372,-90.637
0.202,-1.057,-1.785,0.122,44.678,-99.182
0.060,-1.136,-1.751,8.789,59.570,-112.183
-0.053,-1.147,-1.747,15.564,77.576,-128.601
-0.109,-1.109,-1.717,25.818,98.206,-147.034
-0.055,-1.005,-1.651,41.443,121.155,-166.077
0.067,-0.908,-1.476,58.960,144.165,-179.993
0.209,-0.945,-1.266,72.021,164.673,-181.152
0.384,-0.977,-1.110,68.054,185.303,-172.180
0.639,-0.882,-0.950,41.016,211.121,-163.025
0.806,-0.721,-0.663,3.052,243.408,-157.288
0.819,-0.466,-0.307,-30.579,278.015,-155.762
0.763,-0.109,0.175,-50.415,307.373,-162.354

-0.165,-0.117,0.859,-19.104,-0.488,0.305
-0.136,-0.073,0.863,-19.043,0.000,-0.916
-0.094,-0.009,0.852,-16.541,0.061,-3.052
-0.093,0.022,0.865,-8.667,-1.160,-4.395
-0.087,0.060,0.879,-0.427,-4.333,-3.601
-0.092,0.088,0.881,5.554,-7.751,-1.526
-0.121,0.085,0.888,8.362,-9.216,1.404
-0.167,0.049,0.895,6.836,-7.751,7.019
-0.203,-0.002,0.894,0.793,-4.578,13.184
-0.217,-0.055,0.882,-7.507,-1.831,18.005
-0.222,-0.127,0.865,-15.503,1.221,21.973
-0.221,-0.172,0.828,-22.583,5.493,23.682
-0.199,-0.185,0.796,-26.978,10.437,21.545
-0.169,-0.182,0.788,-26.001,15.686,16.541
-0.142,-0.177,0.805,-19.043,20.447,8.850
-0.128,-0.160,0.832,-9.399,23.743,-0.244
-0.099,-0.134,0.847,1.038,23.560,-11.230
-0.053,-0.095,0.864,11.597,20.386,-23.621
-0.002,-0.025,0.841,19.409,15.503,-36.255
0.017,0.055,0.793,23.621,9.827,-49.377
0.021,0.112,0.755,24.475,3.662,-59.570
0.041,0.155,0.705,19.348,-1.160,-66.589
0.036,0.182,0.639,6.958,-4.639,-71.655
0.045,0.240,0.532,-8.667,-6.287,-75.378
0.046,0.289,0.423,-22.583,-6.226,-80.872
0.057,0.327,0.303,-27.344,-5.249,-88.257
0.094,0.373,0.204,-22.095,-5.310,-96.252
0.161,0.468,0.131,-9.766,-6.653,-103.394
0.225,0.593,0.068,4.150,-10.010,-107.971
0.294,0.690,0.050,17.151,-14.709,-109.985
0.366,0.773,0.035,23.437,-19.409,-108.887
0.468,0.832,-0.004,18.311,-23.560,-102.722
0.571,0.868,-0.035,2.258,-27.588,-94.116
0.627,0.953,-0.115,-18.127,-30.579,-86.121
0.704,1.036,-0.293,-38.696,-34.058,-79.773
0.759,1.186,-0.530,-57.678,-35.339,-75.378
0.805,1.413,-0.790,-71.167,-32.349,-70.313
0.803,1.666,-1.029,-71.716,-27.588,-59.021
0.774,1.906,-1.238,-61.523,-20.630,-39.368
0.744,2.118,-1.430,-37.964,-7.019,-11.841
0.619,1.879,-1.508,10.559,6.653,16.052
0.500,1.480,-1.311,71.411,10.803,29.236
0.435,1.366,-1.106,104.797,16.174,25.818
0.431,1.387,-1.044,108.826,30.212,19.470
0.340,1.451,-1.098,114.014,41.382,24.170
0.314,1.521,-1.112,137.756,51.392,44.739
0.380,1.535,-0.991,178.345,64.270,79.102
0.526,1.247,-0.684,220.947,79.529,127.991
0.662,0.726,-0.219,244.385,103.394,190.491
0.647,0.118,0.307,235.046,140.686,263.000
0.571,-0.596,0.885,199.524,187.988,336.548
0.544,-1.408,1.427,154.114,236.450,396.851
0.465,-2.055,2.000,113.770,280.334,432.434
0.491,-2.628,2.611,90.332,309.448,439.636
0.673,-3.155,3.233,89.111,315.613,418.152
0.960,-3.502,3.834,102.478,297.302,374.695
1.274,-3.705,4.000,117.615,262.695,322.754
1.555,-3.854,4.000,120.605,220.398,276.672
1.784,-3.931,4.000,100.769,173.584,240.356
1.865,-3.836,4.000,63.965,126.587,205.933
1.927,-3.757,4.000,34.973,80.994,168.335
1.902,-3.538,4.000,20.691,33.020,130.920
1.884,-3.251,4.000,13.611,-14.160,92.224
1.832,-2.893,4.000,8.667,-59.875,54.871
1.734,-2.485,4.000,4.700,-101.501,25.208
1.570,-2.091,3.857,1.770,-134.338,5.249
1.514,-1.740,3.439,-0.977,-160.095,-8.179
1.155,-1.353,3.228,-3.113,-198.730,-20.386
1.001,-1.070,2.723,-1.526,-210.754,-27.222
0.775,-0.818,2.259,4.272,-209.045,-32.898
0.552,-0.687,1.942,11.536,-215.088,-39.490
0.409,-0.598,1.576,16.602,-213.562,-48.523
0.332,-0.477,1.185,16.846,-205.017,-61.340
0.322,-0.311,0.830,17.700,-203.674,-74.158
0.394,-0.230,0.455,21.973,-202.515,-82.581
0.437,-0.193,0.087,24.109,-186.768,-89.600
0.438,-0.127,-0.241,21.057,-158.691,-94.604
0.453,-0.034,-0.485,16.968,-126.709,-97.534
0.498,0.047,-0.654,13.794,-97.290,-97.046
0.552,0.099,-0.768,12.695,-73.975,-92.102
0.566,0.104,-0.826,10.986,-55.725,-81.360
0.572,0.083,-0.887,1.831,-38.025,-62.439
0.523,-0.017,-1.002,-15.869,-19.470,-36.682
0.453,-0.205,-1.054,-33.997,-2.075,-11.292
0.395,-0.387,-1.115,-42.664,8.057,3.479
0.344,-0.576,-1.195,-36.011,5.920,8.179
0.359,-0.755,-1.315,-15.869,-4.578,5.249
0.426,-0.935,-1.436,6.653,-19.165,-2.258
0.494,-1.096,-1.499,21.790,-31.982,-10.498
0.621,-1.143,-1.636,31.006,-32.959,-13.916
0.727,-1.126,-1.711,39.490,-34.668,-15.320
0.786,-1.145,-1.690,51.697,-39.734,-10.925
0.807,-1.257,-1.594,64.026,-44.678,-1.587
0.828,-1.260,-1.538,66.833,-44.861,7.385
0.865,-1.158,-1.536,62.622,-43.579,13.062
0.886,-1.084,-1.544,58.228,-45.410,17.822
0.884,-1.050,-1.568,54.321,-47.363,26.917
0.896,-1.169,-1.556,44.800,-44.922,37.292
0.872,-1.387,-1.540,22.583,-33.447,39.368
0.757,-1.477,-1.483,-9.888,-12.329,24.475
0.637,-1.512,-1.447,-38.940,11.658,-4.822
0.562,-1.500,-1.465,-49.866,29.480,-40.955
0.459,-1.497,-1.443,-38.330,42.358,-74.829
0.359,-1.453,-1.301,-15.442,60.547,-105.469
0.314,-1.476,-1.130,3.723,81.238,-132.874
0.261,-1.538,-1.050,11.108,97.168,-149.536
0.302,-1.592,-1.054,4.395,109.558,-154.724
0.280,-1.756,-1.026,-15.808,125.793,-154.846
0.415,-1.757,-0.993,-52.917,146.912,-162.842
0.736,-1.462,-0.979,-94.543,162.842,-180.298
1.037,-1.125,-0.906,-115.784,166.138,-197.571
1.344,-0.665,-0.732,-113.647,162.842,-213.684
1.465,-0.198,-0.234,-97.168,165.283,-227.295
1.498,0.267,0.338,-94.788,180.725,-238.831
1.968,0.944,0.908,-122.803,207.947,-247.803
2.363,1.700,1.547,-157.227,240.356,-250.854
2.639,2.541,2.161,-174.438,259.949,-252.930
2.903,3.354,2.760,-163.757,255.859,-253.601
3.022,3.888,3.367,-137.390,240.967,-244.934

-0.236,-0.007,0.907,-2.258,2.014,8.911
-0.230,-0.000,0.909,-5.493,3.052,8.606
-0.214,0.017,0.897,-8.850,3.967,7.019
-0.190,0.036,0.878,-12.268,4.333,3.906
-0.171,0.060,0.842,-15.930,5.188,0.000
-0.162,0.103,0.791,-16.846,5.188,-5.920
-0.147,0.164,0.728,-12.817,2.808,-13.855
-0.126,0.236,0.646,-6.348,-1.465,-23.926
-0.092,0.293,0.576,-0.244,-6.287,-36.560
-0.046,0.401,0.492,5.066,-11.230,-48.584
-0.013,0.528,0.397,11.108,-18.005,-58.472
-0.000,0.625,0.282,17.822,-25.879,-65.552
-0.010,0.711,0.207,21.301,-33.020,-67.871
-0.025,0.811,0.135,19.226,-36.560,-65.369
-0.007,0.858,0.049,12.695,-33.936,-58.472
0.035,0.846,-0.008,3.357,-25.024,-49.988
0.151,0.835,-0.031,-5.798,-13.184,-43.884
0.308,0.868,-0.077,-7.935,-6.042,-46.143
0.489,0.896,-0.143,1.648,-7.568,-56.274
0.670,0.891,-0.216,16.968,-10.803,-66.406
0.828,0.880,-0.224,26.855,-7.385,-69.031
0.958,0.898,-0.177,28.931,0.366,-65.063
1.071,0.937,-0.175,23.743,5.981,-54.871
1.156,0.986,-0.248,11.780,11.108,-38.879
1.154,1.085,-0.376,-2.014,15.747,-17.639
1.074,1.223,-0.613,-9.766,18.982,7.812
0.926,1.335,-0.888,1.892,21.057,32.837
0.755,1.176,-1.056,45.532,14.832,50.171
0.654,0.953,-1.136,98.999,1.038,53.223
0.580,0.883,-1.203,128.723,-3.418,42.786
0.505,0.972,-1.290,134.521,5.859,31.189
0.501,1.139,-1.479,135.681,24.353,29.053
0.566,1.307,-1.668,148.621,46.204,42.114
0.687,1.319,-1.738,180.969,71.289,72.815
0.842,1.205,-1.570,217.590,104.187,115.784
1.032,0.897,-1.133,240.173,146.790,173.401
1.141,0.379,-0.512,241.882,193.176,246.216
1.083,-0.240,0.255,217.834,244.385,321.655
1.057,-0.968,1.183,182.678,291.931,389.771
1.041,-1.912,2.103,153.381,321.655,444.153
1.005,-2.761,2.967,125.732,338.257,472.412
1.072,-3.364,3.823,99.182,343.445,462.585
1.453,-3.808,4.000,87.708,331.299,420.349
1.868,-4.000,4.000,97.473,293.030,363.281
2.100,-4.000,4.000,112.549,234.741,305.603
2.241,-4.000,4.000,117.310,171.082,253.174
2.286,-4.000,4.000,109.619,110.046,208.252
2.289,-4.000,4.000,90.881,58.594,169.800
3.328,-4.000,4.000,62.012,4.333,134.888
1.925,-3.707,4.000,27.405,-92.896,114.197
2.146,-3.858,4.000,9.460,-128.784,78.979
1.749,-3.541,4.000,-21.729,-175.964,8.972
1.665,-2.993,4.000,-28.137,-218.445,-43.945
1.578,-2.416,3.509,-19.104,-252.197,-80.200
1.390,-1.833,2.901,-16.357,-277.344,-92.407
1.155,-1.358,2.419,-29.480,-293.213,-92.102
0.948,-1.064,1.869,-47.791,-284.058,-89.722
0.740,-0.884,1.247,-63.721,-258.667,-85.815
0.553,-0.720,0.643,-70.496,-234.741,-82.397
0.384,-0.584,0.187,-64.941,-219.788,-86.548
0.290,-0.456,-0.182,-50.049,-203.735,-96.863
0.259,-0.343,-0.429,-33.020,-181.824,-108.398
0.255,-0.213,-0.573,-20.569,-154.297,-118.958
0.321,-0.109,-0.643,-15.015,-123.413,-127.258
0.429,0.010,-0.713,-14.099,-94.482,-131.226
0.609,0.202,-0.705,-12.695,-70.313,-126.282
0.798,0.359,-0.615,-4.761,-58.594,-108.582
0.861,0.343,-0.585,4.211,-58.044,-79.285
0.927,0.184,-0.556,2.502,-61.951,-44.128
0.957,0.047,-0.538,-14.648,-56.213,-8.789
0.998,-0.083,-0.672,-44.373,-40.283,22.400
1.020,-0.184,-0.855,-72.144,-25.024,50.354
0.975,-0.353,-1.005,-84.900,-17.822,73.669
0.811,-0.565,-1.162,-90.515,-14.160,88.501
0.673,-0.733,-1.348,-96.252,-6.653,91.064
0.588,-0.848,-1.491,-95.154,1.648,82.214
0.546,-0.918,-1.548,-79.224,8.057,64.392
0.521,-1.034,-1.492,-49.194,11.841,41.687
